populationSize, numKillRatio, mutationChance, mutationScale, numIterations, crossoverType, realCost1, realCost2, realCost3, averageCost, runTime
1000, 2, 0.8, 0.5, 100, 1, 3.63691569639, 3.15776108229, 3.28732966528, 3.36066881466, 22.650634
1000, 2, 0.8, 0.5, 100, 2, 3.35482513174, 3.66653106499, 3.44064556812, 3.48733392162, 23.8895416667
1000, 2, 0.8, 0.5, 1000, 1, 4.15976860725, 3.72429920653, 3.94383946068, 3.94263575815, 229.908844
1000, 2, 0.8, 0.5, 1000, 2, 3.83898394387, 3.93840562468, 3.92004399093, 3.89914451983, 226.676567667
1000, 2, 0.8, 1, 100, 1, 2.98033293428, 3.29206132446, 4.31091544124, 3.52776989999, 22.6704113333
1000, 2, 0.8, 1, 100, 2, 3.18024865527, 4.08880484777, 2.96416446745, 3.41107265683, 22.7501263333
1000, 2, 0.8, 1, 1000, 1, 7.46677817239, 5.30769708613, 5.15248247613, 5.97565257822, 226.386443
1000, 2, 0.8, 1, 1000, 2, 4.41889578124, 6.37458738364, 6.83817879496, 5.87722065328, 226.728722667
1000, 2, 0.8, 2, 100, 1, 3.82141528814, 5.02975238562, 5.08142012774, 4.64419593383, 22.699669
1000, 2, 0.8, 2, 100, 2, 5.1772253725, 3.62505617479, 2.95985010081, 3.92071054936, 22.74044
1000, 2, 0.8, 2, 1000, 1, 10.8252059477, 13.8664627336, 12.9189327029, 12.5368671281, 226.234006667
1000, 2, 0.8, 2, 1000, 2, 7.40931901452, 5.49599629456, 8.86486583265, 7.25672704724, 226.750872333
